participante_id;jogo_id;gols_a;gols_b
ae5a4c49-f43a-477b-affe-dc56418f1d1d;c69858fe-95a6-4da7-b0ed-a1c58b2d06b3;2;1
9d5d8696-c70f-4075-bbbc-970961480559;00804107-d265-4ce0-8fa0-ddbe68e8163d;2;1
9d5d8696-c70f-4075-bbbc-970961480559;eeb974eb-67fc-4260-a4ea-0a9450cd4bc7;1;0
9d5d8696-c70f-4075-bbbc-970961480559;51f0ff44-15d4-4669-a082-050405194406;2;0
9d5d8696-c70f-4075-bbbc-970961480559;e5044fff-3542-4b24-9331-b3c3bd84692d;2;1
9d5d8696-c70f-4075-bbbc-970961480559;f2e46b5c-6866-492b-b8b3-f6cae34f7ec7;1;2
9d5d8696-c70f-4075-bbbc-970961480559;f0e9ba93-8a74-429c-be82-31adef64970b;1;3
9d5d8696-c70f-4075-bbbc-970961480559;2c237b79-380c-4474-b377-275e67b9c3a4;2;0
9d5d8696-c70f-4075-bbbc-970961480559;1dc15474-5c90-41fd-833a-5bf953fc1a62;0;2
9d5d8696-c70f-4075-bbbc-970961480559;ed124ab7-1f57-4c61-ae5b-85f327355a54;3;0
9d5d8696-c70f-4075-bbbc-970961480559;bed268f0-cf7e-405c-a096-7cf8a582c7e2;2;0
9d5d8696-c70f-4075-bbbc-970961480559;b6ed7065-a307-4e7d-b9f8-f454cdbdf5a8;2;1
9d5d8696-c70f-4075-bbbc-970961480559;72b48638-ef0f-4645-92c8-51ec6218ed9a;1;2
9d5d8696-c70f-4075-bbbc-970961480559;c6d40e5f-a57d-49c7-8a85-c6524e5629b6;3;1
9d5d8696-c70f-4075-bbbc-970961480559;02f0c2c3-b0ec-4dc8-9286-274dc62d85b7;0;2
9d5d8696-c70f-4075-bbbc-970961480559;46507557-7c9f-4c02-a1a1-6e23f971e923;1;2
9d5d8696-c70f-4075-bbbc-970961480559;3e2e3c77-f016-493b-bf16-07e31fe91466;4;0
9d5d8696-c70f-4075-bbbc-970961480559;558195d2-5afb-439d-b3ff-bd8aaa0d05ad;0;2
9d5d8696-c70f-4075-bbbc-970961480559;790cc44b-d80a-4fa0-9dff-60a47c367dcc;2;0
9d5d8696-c70f-4075-bbbc-970961480559;d15617ab-21a0-4233-b0c7-d81e9c4fe168;2;1
9d5d8696-c70f-4075-bbbc-970961480559;8d6f9e88-4f45-4613-bed8-1104fed67e81;1;2
9d5d8696-c70f-4075-bbbc-970961480559;38e77705-c9dd-4340-b07b-1a602079c785;2;0
9d5d8696-c70f-4075-bbbc-970961480559;7029238d-800f-474c-a1a1-6e39f6426826;1;1
9d5d8696-c70f-4075-bbbc-970961480559;b9fe6496-64c2-44a6-9e68-7faa1dbabf94;1;2
9d5d8696-c70f-4075-bbbc-970961480559;e7c8da36-b6ff-47fa-9904-06af82e7ade4;2;1
9d5d8696-c70f-4075-bbbc-970961480559;35f389be-886f-421b-a0da-6244a230cfc3;4;0
9d5d8696-c70f-4075-bbbc-970961480559;9976821a-b7c4-45e4-90e1-4718a8ea498d;2;1
9d5d8696-c70f-4075-bbbc-970961480559;4a3ff2cf-924a-40b2-8540-6213eacd2460;2;1
9d5d8696-c70f-4075-bbbc-970961480559;bc757dba-eae9-449c-8986-3a7423db361b;3;0
9d5d8696-c70f-4075-bbbc-970961480559;4a6a222f-45d8-46dc-a479-9e2862c5ec04;1;2
9d5d8696-c70f-4075-bbbc-970961480559;ac7f16c1-b9ac-4471-bbc1-d224f3dea0eb;1;2
9d5d8696-c70f-4075-bbbc-970961480559;720ea640-677c-40ea-b0f0-2349c14f43e9;2;1
9d5d8696-c70f-4075-bbbc-970961480559;221524df-de81-4c62-b5fc-07692a7a6701;2;0
9d5d8696-c70f-4075-bbbc-970961480559;7401aacf-a513-4899-add1-9020af17c085;2;1
9d5d8696-c70f-4075-bbbc-970961480559;eb71238e-8f11-4b6c-b3d8-4f073dde25cb;0;3
9d5d8696-c70f-4075-bbbc-970961480559;15ccd2e2-ff62-44af-9cdc-4ba734802b4c;0;2
9d5d8696-c70f-4075-bbbc-970961480559;b89d061b-211b-468d-8df1-00be0ad11e3b;2;1
9d5d8696-c70f-4075-bbbc-970961480559;cc216780-5af6-48e5-ba90-40b2b5095f6f;3;0
9d5d8696-c70f-4075-bbbc-970961480559;23c37287-e2a9-46bd-8462-d93e552f7f02;2;0
9d5d8696-c70f-4075-bbbc-970961480559;d1baa0fe-6f5b-4c77-ab18-cf3879a35202;3;1
9d5d8696-c70f-4075-bbbc-970961480559;48233635-63c8-4c8e-9e24-f5fea034d578;1;2
9d5d8696-c70f-4075-bbbc-970961480559;a0ed30bf-d2ba-4f20-b3ff-9235725a2828;0;3
9d5d8696-c70f-4075-bbbc-970961480559;dbe94e5e-1ac1-483b-b3e3-b1837bd07b69;2;1
9d5d8696-c70f-4075-bbbc-970961480559;b4c8645f-7fda-4983-9b85-79c70621e255;5;0
9d5d8696-c70f-4075-bbbc-970961480559;fbafc025-bbef-4e8f-8c24-3168b7c94609;1;2
9d5d8696-c70f-4075-bbbc-970961480559;577621d7-41f9-42e9-bc72-7cd5eb642329;3;0
9d5d8696-c70f-4075-bbbc-970961480559;2e780d25-f1f5-4e6b-bed3-a2c17e245885;3;0
9d5d8696-c70f-4075-bbbc-970961480559;c9bb33fd-91e7-4fba-b13a-32c8f574bac9;1;3
9d5d8696-c70f-4075-bbbc-970961480559;4ed786d2-f903-4cfc-8bad-0b1c03757811;0;2
9d5d8696-c70f-4075-bbbc-970961480559;ec8fa0cd-da44-4bb1-8124-94c0f54837cf;3;1
9d5d8696-c70f-4075-bbbc-970961480559;4fbf144a-faa9-4928-aa94-424246daf5c2;1;2
9d5d8696-c70f-4075-bbbc-970961480559;aefa3302-baf2-4aa1-84f3-c1b37212b1fd;5;0
9d5d8696-c70f-4075-bbbc-970961480559;ffa9e78d-d28b-4f50-8147-10d459414ece;2;1
9d5d8696-c70f-4075-bbbc-970961480559;e234852c-1749-439a-81a0-9714c2de6884;1;2
9d5d8696-c70f-4075-bbbc-970961480559;617b2750-c295-4c2c-8947-16e4dfe3e4c3;2;0
9d5d8696-c70f-4075-bbbc-970961480559;1af918bd-ec32-4802-bad5-4f631af54133;3;0
9d5d8696-c70f-4075-bbbc-970961480559;84295db2-1e91-48de-9c8c-da77f961b366;2;0
9d5d8696-c70f-4075-bbbc-970961480559;63ca3b21-8ae6-4694-b5d9-847f594847ca;2;1
9d5d8696-c70f-4075-bbbc-970961480559;b16dc9f2-3dd6-4477-950f-33306996710f;1;1
9d5d8696-c70f-4075-bbbc-970961480559;417bb761-fee7-4064-91c1-c0ac7f067f27;0;3
9d5d8696-c70f-4075-bbbc-970961480559;39a3507d-d9d6-496f-b1d2-1b17699bdcff;1;2
9d5d8696-c70f-4075-bbbc-970961480559;c5b846f6-0e5f-488f-8db9-903cf600effb;4;0
9d5d8696-c70f-4075-bbbc-970961480559;05922653-dbb1-4d88-9481-81d45a2a89d4;0;2
9d5d8696-c70f-4075-bbbc-970961480559;99412f67-a0f5-4a96-a16c-8d79249bbfef;3;0
9d5d8696-c70f-4075-bbbc-970961480559;fc1a59d4-4b43-412c-a8cf-df27888531b1;3;0
9d5d8696-c70f-4075-bbbc-970961480559;0a1b2929-b031-4c05-9f44-eb05cc63e024;1;2
9d5d8696-c70f-4075-bbbc-970961480559;9fa9c061-bbc6-494a-a0b1-3b04e740478e;1;2
9d5d8696-c70f-4075-bbbc-970961480559;c4fdc0dc-d354-4607-bf5d-9663d8ffcb63;2;1
9d5d8696-c70f-4075-bbbc-970961480559;75669d9e-deb8-4a01-8f82-efcafd8e3cad;2;0
9d5d8696-c70f-4075-bbbc-970961480559;214de929-fd81-4d39-9c4a-8833663e4fe1;3;0
9d5d8696-c70f-4075-bbbc-970961480559;0aa2ebcd-70de-412a-9441-b8b8075500f9;0;2
9d5d8696-c70f-4075-bbbc-970961480559;3bce09a8-fe18-493f-bba3-75b418219afc;0;2
9d5d8696-c70f-4075-bbbc-970961480559;c69858fe-95a6-4da7-b0ed-a1c58b2d06b3;2;1
bae10d48-787e-4cde-b35a-46f254e6bb59;00804107-d265-4ce0-8fa0-ddbe68e8163d;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;eeb974eb-67fc-4260-a4ea-0a9450cd4bc7;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;51f0ff44-15d4-4669-a082-050405194406;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;e5044fff-3542-4b24-9331-b3c3bd84692d;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;f2e46b5c-6866-492b-b8b3-f6cae34f7ec7;1;2
bae10d48-787e-4cde-b35a-46f254e6bb59;f0e9ba93-8a74-429c-be82-31adef64970b;0;2
bae10d48-787e-4cde-b35a-46f254e6bb59;2c237b79-380c-4474-b377-275e67b9c3a4;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;1dc15474-5c90-41fd-833a-5bf953fc1a62;0;2
bae10d48-787e-4cde-b35a-46f254e6bb59;ed124ab7-1f57-4c61-ae5b-85f327355a54;2;1
bae10d48-787e-4cde-b35a-46f254e6bb59;bed268f0-cf7e-405c-a096-7cf8a582c7e2;2;1
bae10d48-787e-4cde-b35a-46f254e6bb59;b6ed7065-a307-4e7d-b9f8-f454cdbdf5a8;2;2
bae10d48-787e-4cde-b35a-46f254e6bb59;72b48638-ef0f-4645-92c8-51ec6218ed9a;1;0
bae10d48-787e-4cde-b35a-46f254e6bb59;c6d40e5f-a57d-49c7-8a85-c6524e5629b6;3;1
bae10d48-787e-4cde-b35a-46f254e6bb59;02f0c2c3-b0ec-4dc8-9286-274dc62d85b7;0;2
bae10d48-787e-4cde-b35a-46f254e6bb59;46507557-7c9f-4c02-a1a1-6e23f971e923;1;2
bae10d48-787e-4cde-b35a-46f254e6bb59;3e2e3c77-f016-493b-bf16-07e31fe91466;4;0
bae10d48-787e-4cde-b35a-46f254e6bb59;558195d2-5afb-439d-b3ff-bd8aaa0d05ad;1;3
bae10d48-787e-4cde-b35a-46f254e6bb59;790cc44b-d80a-4fa0-9dff-60a47c367dcc;3;0
bae10d48-787e-4cde-b35a-46f254e6bb59;d15617ab-21a0-4233-b0c7-d81e9c4fe168;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;8d6f9e88-4f45-4613-bed8-1104fed67e81;0;2
bae10d48-787e-4cde-b35a-46f254e6bb59;38e77705-c9dd-4340-b07b-1a602079c785;0;0
bae10d48-787e-4cde-b35a-46f254e6bb59;7029238d-800f-474c-a1a1-6e39f6426826;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;b9fe6496-64c2-44a6-9e68-7faa1dbabf94;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;e7c8da36-b6ff-47fa-9904-06af82e7ade4;1;0
bae10d48-787e-4cde-b35a-46f254e6bb59;35f389be-886f-421b-a0da-6244a230cfc3;5;0
bae10d48-787e-4cde-b35a-46f254e6bb59;9976821a-b7c4-45e4-90e1-4718a8ea498d;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;4a3ff2cf-924a-40b2-8540-6213eacd2460;2;1
bae10d48-787e-4cde-b35a-46f254e6bb59;bc757dba-eae9-449c-8986-3a7423db361b;3;0
bae10d48-787e-4cde-b35a-46f254e6bb59;4a6a222f-45d8-46dc-a479-9e2862c5ec04;1;2
bae10d48-787e-4cde-b35a-46f254e6bb59;ac7f16c1-b9ac-4471-bbc1-d224f3dea0eb;0;2
bae10d48-787e-4cde-b35a-46f254e6bb59;720ea640-677c-40ea-b0f0-2349c14f43e9;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;221524df-de81-4c62-b5fc-07692a7a6701;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;7401aacf-a513-4899-add1-9020af17c085;0;0
bae10d48-787e-4cde-b35a-46f254e6bb59;eb71238e-8f11-4b6c-b3d8-4f073dde25cb;0;1
bae10d48-787e-4cde-b35a-46f254e6bb59;15ccd2e2-ff62-44af-9cdc-4ba734802b4c;0;2
bae10d48-787e-4cde-b35a-46f254e6bb59;b89d061b-211b-468d-8df1-00be0ad11e3b;1;0
bae10d48-787e-4cde-b35a-46f254e6bb59;cc216780-5af6-48e5-ba90-40b2b5095f6f;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;23c37287-e2a9-46bd-8462-d93e552f7f02;1;0
bae10d48-787e-4cde-b35a-46f254e6bb59;d1baa0fe-6f5b-4c77-ab18-cf3879a35202;1;0
bae10d48-787e-4cde-b35a-46f254e6bb59;48233635-63c8-4c8e-9e24-f5fea034d578;0;0
bae10d48-787e-4cde-b35a-46f254e6bb59;a0ed30bf-d2ba-4f20-b3ff-9235725a2828;0;3
bae10d48-787e-4cde-b35a-46f254e6bb59;dbe94e5e-1ac1-483b-b3e3-b1837bd07b69;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;b4c8645f-7fda-4983-9b85-79c70621e255;3;0
bae10d48-787e-4cde-b35a-46f254e6bb59;fbafc025-bbef-4e8f-8c24-3168b7c94609;1;2
bae10d48-787e-4cde-b35a-46f254e6bb59;577621d7-41f9-42e9-bc72-7cd5eb642329;3;1
bae10d48-787e-4cde-b35a-46f254e6bb59;2e780d25-f1f5-4e6b-bed3-a2c17e245885;3;0
bae10d48-787e-4cde-b35a-46f254e6bb59;c9bb33fd-91e7-4fba-b13a-32c8f574bac9;2;2
bae10d48-787e-4cde-b35a-46f254e6bb59;4ed786d2-f903-4cfc-8bad-0b1c03757811;0;1
bae10d48-787e-4cde-b35a-46f254e6bb59;ec8fa0cd-da44-4bb1-8124-94c0f54837cf;3;1
bae10d48-787e-4cde-b35a-46f254e6bb59;4fbf144a-faa9-4928-aa94-424246daf5c2;0;1
bae10d48-787e-4cde-b35a-46f254e6bb59;aefa3302-baf2-4aa1-84f3-c1b37212b1fd;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;ffa9e78d-d28b-4f50-8147-10d459414ece;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;e234852c-1749-439a-81a0-9714c2de6884;1;2
bae10d48-787e-4cde-b35a-46f254e6bb59;617b2750-c295-4c2c-8947-16e4dfe3e4c3;1;0
bae10d48-787e-4cde-b35a-46f254e6bb59;1af918bd-ec32-4802-bad5-4f631af54133;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;84295db2-1e91-48de-9c8c-da77f961b366;0;0
bae10d48-787e-4cde-b35a-46f254e6bb59;63ca3b21-8ae6-4694-b5d9-847f594847ca;2;1
bae10d48-787e-4cde-b35a-46f254e6bb59;b16dc9f2-3dd6-4477-950f-33306996710f;1;2
bae10d48-787e-4cde-b35a-46f254e6bb59;417bb761-fee7-4064-91c1-c0ac7f067f27;0;3
bae10d48-787e-4cde-b35a-46f254e6bb59;39a3507d-d9d6-496f-b1d2-1b17699bdcff;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;c5b846f6-0e5f-488f-8db9-903cf600effb;3;0
bae10d48-787e-4cde-b35a-46f254e6bb59;05922653-dbb1-4d88-9481-81d45a2a89d4;0;2
bae10d48-787e-4cde-b35a-46f254e6bb59;99412f67-a0f5-4a96-a16c-8d79249bbfef;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;fc1a59d4-4b43-412c-a8cf-df27888531b1;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;0a1b2929-b031-4c05-9f44-eb05cc63e024;1;1
bae10d48-787e-4cde-b35a-46f254e6bb59;9fa9c061-bbc6-494a-a0b1-3b04e740478e;0;0
bae10d48-787e-4cde-b35a-46f254e6bb59;c4fdc0dc-d354-4607-bf5d-9663d8ffcb63;2;1
bae10d48-787e-4cde-b35a-46f254e6bb59;75669d9e-deb8-4a01-8f82-efcafd8e3cad;2;0
bae10d48-787e-4cde-b35a-46f254e6bb59;214de929-fd81-4d39-9c4a-8833663e4fe1;2;1
bae10d48-787e-4cde-b35a-46f254e6bb59;0aa2ebcd-70de-412a-9441-b8b8075500f9;0;1
bae10d48-787e-4cde-b35a-46f254e6bb59;3bce09a8-fe18-493f-bba3-75b418219afc;0;3
bae10d48-787e-4cde-b35a-46f254e6bb59;c69858fe-95a6-4da7-b0ed-a1c58b2d06b3;1;1
e582314b-328c-4794-9278-d144afb6d47a;00804107-d265-4ce0-8fa0-ddbe68e8163d;2;1
e582314b-328c-4794-9278-d144afb6d47a;eeb974eb-67fc-4260-a4ea-0a9450cd4bc7;1;1
e582314b-328c-4794-9278-d144afb6d47a;51f0ff44-15d4-4669-a082-050405194406;2;1
e582314b-328c-4794-9278-d144afb6d47a;e5044fff-3542-4b24-9331-b3c3bd84692d;2;0
e582314b-328c-4794-9278-d144afb6d47a;f2e46b5c-6866-492b-b8b3-f6cae34f7ec7;0;1
e582314b-328c-4794-9278-d144afb6d47a;f0e9ba93-8a74-429c-be82-31adef64970b;1;2
e582314b-328c-4794-9278-d144afb6d47a;2c237b79-380c-4474-b377-275e67b9c3a4;2;0
e582314b-328c-4794-9278-d144afb6d47a;1dc15474-5c90-41fd-833a-5bf953fc1a62;0;2
e582314b-328c-4794-9278-d144afb6d47a;ed124ab7-1f57-4c61-ae5b-85f327355a54;1;1
e582314b-328c-4794-9278-d144afb6d47a;bed268f0-cf7e-405c-a096-7cf8a582c7e2;3;1
e582314b-328c-4794-9278-d144afb6d47a;b6ed7065-a307-4e7d-b9f8-f454cdbdf5a8;1;1
e582314b-328c-4794-9278-d144afb6d47a;72b48638-ef0f-4645-92c8-51ec6218ed9a;1;1
e582314b-328c-4794-9278-d144afb6d47a;c6d40e5f-a57d-49c7-8a85-c6524e5629b6;2;1
e582314b-328c-4794-9278-d144afb6d47a;02f0c2c3-b0ec-4dc8-9286-274dc62d85b7;0;2
e582314b-328c-4794-9278-d144afb6d47a;46507557-7c9f-4c02-a1a1-6e23f971e923;1;2
e582314b-328c-4794-9278-d144afb6d47a;3e2e3c77-f016-493b-bf16-07e31fe91466;3;0
e582314b-328c-4794-9278-d144afb6d47a;558195d2-5afb-439d-b3ff-bd8aaa0d05ad;0;2
e582314b-328c-4794-9278-d144afb6d47a;790cc44b-d80a-4fa0-9dff-60a47c367dcc;3;1
e582314b-328c-4794-9278-d144afb6d47a;d15617ab-21a0-4233-b0c7-d81e9c4fe168;3;1
e582314b-328c-4794-9278-d144afb6d47a;8d6f9e88-4f45-4613-bed8-1104fed67e81;1;1
e582314b-328c-4794-9278-d144afb6d47a;38e77705-c9dd-4340-b07b-1a602079c785;2;0
e582314b-328c-4794-9278-d144afb6d47a;7029238d-800f-474c-a1a1-6e39f6426826;1;1
e582314b-328c-4794-9278-d144afb6d47a;b9fe6496-64c2-44a6-9e68-7faa1dbabf94;1;1
e582314b-328c-4794-9278-d144afb6d47a;e7c8da36-b6ff-47fa-9904-06af82e7ade4;2;1
e582314b-328c-4794-9278-d144afb6d47a;35f389be-886f-421b-a0da-6244a230cfc3;4;0
e582314b-328c-4794-9278-d144afb6d47a;9976821a-b7c4-45e4-90e1-4718a8ea498d;1;2
e582314b-328c-4794-9278-d144afb6d47a;4a3ff2cf-924a-40b2-8540-6213eacd2460;3;1
e582314b-328c-4794-9278-d144afb6d47a;bc757dba-eae9-449c-8986-3a7423db361b;2;0
e582314b-328c-4794-9278-d144afb6d47a;4a6a222f-45d8-46dc-a479-9e2862c5ec04;0;2
e582314b-328c-4794-9278-d144afb6d47a;ac7f16c1-b9ac-4471-bbc1-d224f3dea0eb;0;2
e582314b-328c-4794-9278-d144afb6d47a;720ea640-677c-40ea-b0f0-2349c14f43e9;2;1
e582314b-328c-4794-9278-d144afb6d47a;221524df-de81-4c62-b5fc-07692a7a6701;2;0
e582314b-328c-4794-9278-d144afb6d47a;7401aacf-a513-4899-add1-9020af17c085;2;1
e582314b-328c-4794-9278-d144afb6d47a;eb71238e-8f11-4b6c-b3d8-4f073dde25cb;0;1
e582314b-328c-4794-9278-d144afb6d47a;15ccd2e2-ff62-44af-9cdc-4ba734802b4c;1;1
e582314b-328c-4794-9278-d144afb6d47a;b89d061b-211b-468d-8df1-00be0ad11e3b;1;2
e582314b-328c-4794-9278-d144afb6d47a;cc216780-5af6-48e5-ba90-40b2b5095f6f;2;0
e582314b-328c-4794-9278-d144afb6d47a;23c37287-e2a9-46bd-8462-d93e552f7f02;1;0
e582314b-328c-4794-9278-d144afb6d47a;d1baa0fe-6f5b-4c77-ab18-cf3879a35202;2;0
e582314b-328c-4794-9278-d144afb6d47a;48233635-63c8-4c8e-9e24-f5fea034d578;0;2
e582314b-328c-4794-9278-d144afb6d47a;a0ed30bf-d2ba-4f20-b3ff-9235725a2828;1;1
e582314b-328c-4794-9278-d144afb6d47a;dbe94e5e-1ac1-483b-b3e3-b1837bd07b69;1;1
e582314b-328c-4794-9278-d144afb6d47a;b4c8645f-7fda-4983-9b85-79c70621e255;3;0
e582314b-328c-4794-9278-d144afb6d47a;fbafc025-bbef-4e8f-8c24-3168b7c94609;0;2
e582314b-328c-4794-9278-d144afb6d47a;577621d7-41f9-42e9-bc72-7cd5eb642329;3;0
e582314b-328c-4794-9278-d144afb6d47a;2e780d25-f1f5-4e6b-bed3-a2c17e245885;3;0
e582314b-328c-4794-9278-d144afb6d47a;c9bb33fd-91e7-4fba-b13a-32c8f574bac9;1;2
e582314b-328c-4794-9278-d144afb6d47a;4ed786d2-f903-4cfc-8bad-0b1c03757811;1;1
e582314b-328c-4794-9278-d144afb6d47a;ec8fa0cd-da44-4bb1-8124-94c0f54837cf;2;0
e582314b-328c-4794-9278-d144afb6d47a;4fbf144a-faa9-4928-aa94-424246daf5c2;0;2
e582314b-328c-4794-9278-d144afb6d47a;aefa3302-baf2-4aa1-84f3-c1b37212b1fd;2;0
e582314b-328c-4794-9278-d144afb6d47a;ffa9e78d-d28b-4f50-8147-10d459414ece;1;1
e582314b-328c-4794-9278-d144afb6d47a;e234852c-1749-439a-81a0-9714c2de6884;1;2
e582314b-328c-4794-9278-d144afb6d47a;617b2750-c295-4c2c-8947-16e4dfe3e4c3;2;0
e582314b-328c-4794-9278-d144afb6d47a;1af918bd-ec32-4802-bad5-4f631af54133;3;0
e582314b-328c-4794-9278-d144afb6d47a;84295db2-1e91-48de-9c8c-da77f961b366;2;0
e582314b-328c-4794-9278-d144afb6d47a;63ca3b21-8ae6-4694-b5d9-847f594847ca;2;1
e582314b-328c-4794-9278-d144afb6d47a;b16dc9f2-3dd6-4477-950f-33306996710f;0;2
e582314b-328c-4794-9278-d144afb6d47a;417bb761-fee7-4064-91c1-c0ac7f067f27;0;3
e582314b-328c-4794-9278-d144afb6d47a;39a3507d-d9d6-496f-b1d2-1b17699bdcff;1;1
e582314b-328c-4794-9278-d144afb6d47a;c5b846f6-0e5f-488f-8db9-903cf600effb;3;1
e582314b-328c-4794-9278-d144afb6d47a;05922653-dbb1-4d88-9481-81d45a2a89d4;0;2
e582314b-328c-4794-9278-d144afb6d47a;99412f67-a0f5-4a96-a16c-8d79249bbfef;1;0
e582314b-328c-4794-9278-d144afb6d47a;fc1a59d4-4b43-412c-a8cf-df27888531b1;2;0
e582314b-328c-4794-9278-d144afb6d47a;0a1b2929-b031-4c05-9f44-eb05cc63e024;1;2
e582314b-328c-4794-9278-d144afb6d47a;9fa9c061-bbc6-494a-a0b1-3b04e740478e;1;1
e582314b-328c-4794-9278-d144afb6d47a;c4fdc0dc-d354-4607-bf5d-9663d8ffcb63;1;0
e582314b-328c-4794-9278-d144afb6d47a;75669d9e-deb8-4a01-8f82-efcafd8e3cad;2;1
e582314b-328c-4794-9278-d144afb6d47a;214de929-fd81-4d39-9c4a-8833663e4fe1;3;0
e582314b-328c-4794-9278-d144afb6d47a;0aa2ebcd-70de-412a-9441-b8b8075500f9;0;2
e582314b-328c-4794-9278-d144afb6d47a;3bce09a8-fe18-493f-bba3-75b418219afc;1;1
e582314b-328c-4794-9278-d144afb6d47a;c69858fe-95a6-4da7-b0ed-a1c58b2d06b3;2;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;00804107-d265-4ce0-8fa0-ddbe68e8163d;2;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;eeb974eb-67fc-4260-a4ea-0a9450cd4bc7;1;2
58db5eb9-60a2-4c23-aa46-bed40b2a5474;51f0ff44-15d4-4669-a082-050405194406;1;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;e5044fff-3542-4b24-9331-b3c3bd84692d;1;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;f2e46b5c-6866-492b-b8b3-f6cae34f7ec7;1;2
58db5eb9-60a2-4c23-aa46-bed40b2a5474;f0e9ba93-8a74-429c-be82-31adef64970b;2;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;2c237b79-380c-4474-b377-275e67b9c3a4;1;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;1dc15474-5c90-41fd-833a-5bf953fc1a62;0;2
58db5eb9-60a2-4c23-aa46-bed40b2a5474;ed124ab7-1f57-4c61-ae5b-85f327355a54;1;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;bed268f0-cf7e-405c-a096-7cf8a582c7e2;3;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;b6ed7065-a307-4e7d-b9f8-f454cdbdf5a8;1;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;72b48638-ef0f-4645-92c8-51ec6218ed9a;3;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;c6d40e5f-a57d-49c7-8a85-c6524e5629b6;2;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;02f0c2c3-b0ec-4dc8-9286-274dc62d85b7;0;3
58db5eb9-60a2-4c23-aa46-bed40b2a5474;46507557-7c9f-4c02-a1a1-6e23f971e923;2;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;3e2e3c77-f016-493b-bf16-07e31fe91466;1;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;558195d2-5afb-439d-b3ff-bd8aaa0d05ad;1;2
58db5eb9-60a2-4c23-aa46-bed40b2a5474;790cc44b-d80a-4fa0-9dff-60a47c367dcc;0;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;d15617ab-21a0-4233-b0c7-d81e9c4fe168;1;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;8d6f9e88-4f45-4613-bed8-1104fed67e81;2;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;38e77705-c9dd-4340-b07b-1a602079c785;2;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;7029238d-800f-474c-a1a1-6e39f6426826;0;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;b9fe6496-64c2-44a6-9e68-7faa1dbabf94;1;3
58db5eb9-60a2-4c23-aa46-bed40b2a5474;e7c8da36-b6ff-47fa-9904-06af82e7ade4;0;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;35f389be-886f-421b-a0da-6244a230cfc3;3;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;9976821a-b7c4-45e4-90e1-4718a8ea498d;1;2
58db5eb9-60a2-4c23-aa46-bed40b2a5474;4a3ff2cf-924a-40b2-8540-6213eacd2460;2;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;bc757dba-eae9-449c-8986-3a7423db361b;1;0
58db5eb9-60a2-4c23-aa46-bed40b2a5474;4a6a222f-45d8-46dc-a479-9e2862c5ec04;0;3
58db5eb9-60a2-4c23-aa46-bed40b2a5474;ac7f16c1-b9ac-4471-bbc1-d224f3dea0eb;2;2
58db5eb9-60a2-4c23-aa46-bed40b2a5474;720ea640-677c-40ea-b0f0-2349c14f43e9;3;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;221524df-de81-4c62-b5fc-07692a7a6701;3;1
58db5eb9-60a2-4c23-aa46-bed40b2a5474;7401aacf-a513-4899-add1-9020af17c085;2;2
